1898628,Alphonse Cernansky,M,Chemical Engineering,3.6,Other Hispanic/Latino,False,Alphonse_Cernansky,Alphonse_Cernansky34
1898629,Keith Quiles,M,Civil Engineering,2.26,Native American/Alaska Native,True,Keith_Quiles,Keith_Quiles35
1898630,Janet Nuniz,F,Ethnic Studies,2.91,South Asian,True,Janet_Nuniz,Janet_Nuniz36
1898631,Gladys Schexnayder,F,Chemical Biology,2.32,Fillipino,True,Gladys_Schexnayder,Gladys_Schexnayder37
1898632,Jada Nazario,F,Anthropology,3.39,Mexican American/Chicano,True,Jada_Nazario,Jada_Nazario38
1898633,Emilie Meneses,F,Celtic Studies,2.89,African American/Black,False,Emilie_Meneses,Emilie_Meneses39
1898634,Damian Beerling,M,Theater & Perf Studies,3.27,Fillipino,False,Damian_Beerling,Damian_Beerling40
1898635,Linda Faire,F,Geology,3.76,Korean,False,Linda_Faire,Linda_Faire41
1898636,Dawn Ringham,F,Nuclear Engineering,2.48,International,True,Dawn_Ringham,Dawn_Ringham42
1898637,Kenneth Dowsett,M,English,2.3,Japanese,False,Kenneth_Dowsett,Kenneth_Dowsett43
1898638,Jason Berntsen,M,Latin American Studies,2.12,International,False,Jason_Berntsen,Jason_Berntsen44
1898639,Gordon Kangleon,M,Greek,3.82,Mexican American/Chicano,True,Gordon_Kangleon,Gordon_Kangleon45
1898640,Nicole Villalva,F,Asian Studies,2.16,International,False,Nicole_Villalva,Nicole_Villalva46
1898641,Sarah Nevill,F,Industrial Eng & Ops Rsch,3.47,Decline to State,True,Sarah_Nevill,Sarah_Nevill47
1898642,Opal Palmerino,F,Celtic Studies,2.12,South Asian,True,Opal_Palmerino,Opal_Palmerino48
1898643,Kay Sticklen,F,Statistics,3.21,Other Hispanic/Latino,False,Kay_Sticklen,Kay_Sticklen49
1898644,Regina Blausey,F,L&S Environmental Sciences,2.44,Native American/Alaska Native,False,Regina_Blausey,Regina_Blausey50
1898645,Marguerite Scarnati,F,Comparative Literature,2.87,Fillipino,True,Marguerite_Scarnati,Marguerite_Scarnati51
1898646,Carl Scherschligt,M,German,2.69,Mexican American/Chicano,False,Carl_Scherschligt,Carl_Scherschligt52
1898647,Carolyn Mcglinn,F,German,2.34,Mexican American/Chicano,True,Carolyn_Mcglinn,Carolyn_Mcglinn53
1898648,Lila Capozzi,F,Anthropology,3.98,Fillipino,False,Lila_Capozzi,Lila_Capozzi54
1898649,Ronnie Kinstler,M,EECS,2.22,African American/Black,True,Ronnie_Kinstler,Ronnie_Kinstler55
1898650,Trace Tada,M,Chemical Engineering,2.99,South Asian,False,Trace_Tada,Trace_Tada56
1898651,Howard Hein,M,South & SE Asian Studies,2.75,Pacific Islander,False,Howard_Hein,Howard_Hein57
1898652,Nicole Marceau,F,Middle Eastern Studies,2.3,Native American/Alaska Native,False,Nicole_Marceau,Nicole_Marceau58
1898653,Nancy Cea,F,Political Science,2.44,Mexican American/Chicano,True,Nancy_Cea,Nancy_Cea59
1898654,Walter Kezar,M,American Studies,2.24,Other Hispanic/Latino,True,Walter_Kezar,Walter_Kezar60
1898655,George Reisch,M,Greek,3.66,South Asian,True,George_Reisch,George_Reisch61
1898656,Michael Mould,M,Statistics,3.92,Pacific Islander,True,Michael_Mould,Michael_Mould62
1898657,Leroy Banas,M,Mechanical Engineering,2.0,Pacific Islander,True,Leroy_Banas,Leroy_Banas63
1898658,Maegan Emslie,F,Gender & Womens Studies,3.25,Chinese,False,Maegan_Emslie,Maegan_Emslie64
1898659,Genesis Kwapniewski,F,Spanish-Spanish Lang & Lit,2.22,Vietnamese,False,Genesis_Kwapniewski,Genesis_Kwapniewski65
1898660,Thad Newbold,M,L&S Public Health,2.77,Mexican American/Chicano,True,Thad_Newbold,Thad_Newbold66
1898661,Marjorie Rockenbach,F,Rhetoric,3.45,African American/Black,False,Marjorie_Rockenbach,Marjorie_Rockenbach67
1898662,Marilyn Eigner,F,Geography,2.79,Korean,False,Marilyn_Eigner,Marilyn_Eigner68
1898663,Juliann Prost,F,South & SE Asian Studies,2.24,African American/Black,False,Juliann_Prost,Juliann_Prost69
1898664,Catherine Tebbe,F,Gender & Womens Studies,3.6,Decline to State,False,Catherine_Tebbe,Catherine_Tebbe70
1898665,Michael Majerowski,M,Biology,3.76,Other Asian,False,Michael_Majerowski,Michael_Majerowski71
1898666,Janice Hisel,F,Cognitive Science,2.1,Japanese,True,Janice_Hisel,Janice_Hisel72
1898667,Lee Seidt,M,Cognitive Science,2.55,Korean,False,Lee_Seidt,Lee_Seidt73
1898668,Lula Gatch,F,South & SE Asian Studies,3.84,Korean,True,Lula_Gatch,Lula_Gatch74
1898669,Ha Dahlquist,M,Music,2.24,International,False,Ha_Dahlquist,Ha_Dahlquist75
1898670,Jakyra Musshorn,F,Energy Engineering,2.34,Chinese,True,Jakyra_Musshorn,Jakyra_Musshorn76
1898671,Roosevelt Lysen,M,Psychology,2.97,Decline to State,True,Roosevelt_Lysen,Roosevelt_Lysen77
1898672,Mary Vaneps,F,English,3.62,International,False,Mary_Vaneps,Mary_Vaneps78
1898673,Kayla Watrs,F,Sociology,3.13,Chinese,False,Kayla_Watrs,Kayla_Watrs79
1898674,Robert Dunfee,M,Geology,3.74,Pacific Islander,True,Robert_Dunfee,Robert_Dunfee80
1898675,Richard Dorso,M,Sustainable Environ Dsgn,2.0,Fillipino,True,Richard_Dorso,Richard_Dorso81
1898676,Warren Papadakis,M,Development Studies,3.88,Japanese,False,Warren_Papadakis,Warren_Papadakis82
1898677,William Cravey,M,Ethnic Studies,3.86,African American/Black,True,William_Cravey,William_Cravey83
1898678,Kathryn Merryman,F,Spanish-Spanish Lang & Lit,3.13,Japanese,False,Kathryn_Merryman,Kathryn_Merryman84
1898679,Jasmin Rall,F,Sustainable Environ Dsgn,2.61,Vietnamese,True,Jasmin_Rall,Jasmin_Rall85
1898680,Emerson Nale,F,Sustainable Environ Dsgn,2.57,Other Hispanic/Latino,False,Emerson_Nale,Emerson_Nale86
1898681,Hannah Whal,F,Energy Engineering,3.39,African American/Black,False,Hannah_Whal,Hannah_Whal87
1898682,Janet Wellington,F,Computer Science,3.82,Chinese,False,Janet_Wellington,Janet_Wellington88
1898683,Daniel Brossman,M,Psychology,2.53,Native American/Alaska Native,False,Daniel_Brossman,Daniel_Brossman89
1898684,Megan Kishimoto,F,Anthropology,3.37,Chinese,True,Megan_Kishimoto,Megan_Kishimoto90
1898685,Ronald Mclaen,M,Chicano Studies,3.94,Korean,True,Ronald_Mclaen,Ronald_Mclaen91
1898686,Charles Hoffhines,M,Latin American Studies,3.37,South Asian,True,Charles_Hoffhines,Charles_Hoffhines92
1898687,Scott Kosiba,M,Urban Studies,2.95,Decline to State,True,Scott_Kosiba,Scott_Kosiba93
1898688,Charles Ricardson,M,Philosophy,2.77,Japanese,False,Charles_Ricardson,Charles_Ricardson94
1898689,Carl Heon,M,French,3.66,Pacific Islander,True,Carl_Heon,Carl_Heon95
1898690,Thomas Escobedo,M,Sociology,2.26,Fillipino,True,Thomas_Escobedo,Thomas_Escobedo96
1898691,Thomas Babic,M,Latin American Studies,3.13,Other Hispanic/Latino,False,Thomas_Babic,Thomas_Babic97
1898692,Sofia Headlee,F,Mathematics,2.3,International,True,Sofia_Headlee,Sofia_Headlee98
1898693,Ashley Blindt,F,African American Studies,2.12,Fillipino,True,Ashley_Blindt,Ashley_Blindt99
1898694,Jennifer Moberly,F,Native American Studies,2.12,Mexican American/Chicano,True,Jennifer_Moberly,Jennifer_Moberly100
1898695,Alexis Jennrich,F,Theater & Perf Studies,3.43,Chinese,True,Alexis_Jennrich,Alexis_Jennrich101
1898696,Susan Kendle,F,Philosophy,3.72,Pacific Islander,False,Susan_Kendle,Susan_Kendle102
1898697,Anita Thibodeau,F,Sociology,2.32,Vietnamese,False,Anita_Thibodeau,Anita_Thibodeau103
1898698,Robert Koc,M,L&S Public Health,3.76,African American/Black,False,Robert_Koc,Robert_Koc104
1898699,Mary Frisbie,F,Ethnic Studies,2.69,Other Hispanic/Latino,False,Mary_Frisbie,Mary_Frisbie105
1898700,Kevin Spiegel,M,Biology,2.75,Native American/Alaska Native,False,Kevin_Spiegel,Kevin_Spiegel106
1898701,Elizabeth Olenius,F,Interdisciplinary Studies,3.92,International,True,Elizabeth_Olenius,Elizabeth_Olenius107
1898702,Jessica Pump,F,EECS,2.12,Vietnamese,False,Jessica_Pump,Jessica_Pump108
1898703,Christopher Yonashiro,M,Anthropology,2.99,Other Asian,False,Christopher_Yonashiro,Christopher_Yonashiro109
1898704,Cal Deniro,M,Greek,3.78,Pacific Islander,True,Cal_Deniro,Cal_Deniro110
1898705,Tara Yearick,F,Energy Engineering,3.39,South Asian,True,Tara_Yearick,Tara_Yearick111
1898706,Sarah Kuwana,F,Latin American Studies,2.87,South Asian,True,Sarah_Kuwana,Sarah_Kuwana112
1898707,Damaris Maddocks,F,French,3.74,Fillipino,True,Damaris_Maddocks,Damaris_Maddocks113
1898708,Margaret Style,F,Business Administration,2.28,White,False,Margaret_Style,Margaret_Style114
1898709,Karen Allvin,M,Environmental Sciences,3.7,Native American/Alaska Native,True,Karen_Allvin,Karen_Allvin115
1898710,Paul Pocai,M,Middle Eastern Studies,2.08,International,False,Paul_Pocai,Paul_Pocai116
1898711,Callie Snoddy,F,French,3.6,International,False,Callie_Snoddy,Callie_Snoddy117
1898712,Manuel Seier,M,Chemical Biology,2.38,International,True,Manuel_Seier,Manuel_Seier118
1898713,Danielle Bearce,F,Mechanical Engineering,3.43,Japanese,True,Danielle_Bearce,Danielle_Bearce119
1898714,Gracelyn Veen,F,Rhetoric,2.34,Other Hispanic/Latino,True,Gracelyn_Veen,Gracelyn_Veen120
1898715,Joshua Maccarino,M,Mathematics,3.76,International,True,Joshua_Maccarino,Joshua_Maccarino121
1898716,Jairo Triglia,M,Celtic Studies,2.26,Pacific Islander,False,Jairo_Triglia,Jairo_Triglia122
1898717,Sara Tague,F,Anthropology,3.23,Other Hispanic/Latino,True,Sara_Tague,Sara_Tague123
1898718,Lamonte Vagott,M,Art,2.71,International,True,Lamonte_Vagott,Lamonte_Vagott124
1898719,Morgan Orchard,F,Sociology,2.99,Decline to State,True,Morgan_Orchard,Morgan_Orchard125
1898720,Julia Womeldorf,F,Spanish-Spanish Lang & Lit,3.47,African American/Black,True,Julia_Womeldorf,Julia_Womeldorf126
1898721,Dana Hemminger,F,Chinese Language,3.39,Vietnamese,False,Dana_Hemminger,Dana_Hemminger127
1898722,Robert Trebilcock,M,Asian Studies,3.39,White,False,Robert_Trebilcock,Robert_Trebilcock128
1898723,Golda Pedlar,F,Spanish-Spanish Lang & Lit,2.69,Other Asian,False,Golda_Pedlar,Golda_Pedlar129
1898724,Gregory Landreneau,M,German,2.36,Decline to State,True,Gregory_Landreneau,Gregory_Landreneau130
1898725,Mary Barners,F,Native American Studies,2.95,Fillipino,True,Mary_Barners,Mary_Barners131
1898726,Terry Jelome,M,Italian Studies,3.05,International,False,Terry_Jelome,Terry_Jelome132
1898727,Julia Koko,F,Nutritional Science,3.15,Other Hispanic/Latino,False,Julia_Koko,Julia_Koko133
1898728,Aviva Cozby,F,Chemical Biology,3.29,Native American/Alaska Native,True,Aviva_Cozby,Aviva_Cozby134
1898729,Kevin Westenhaver,M,EECS,2.24,Korean,True,Kevin_Westenhaver,Kevin_Westenhaver135
1898730,Brian Cartland,M,Spanish-Spanish Lang & Lit,3.58,Decline to State,False,Brian_Cartland,Brian_Cartland136
1898731,Maud Delanoy,F,Comparative Literature,3.39,Decline to State,True,Maud_Delanoy,Maud_Delanoy137
1898732,Velma Waskin,F,Ethnic Studies,3.27,International,True,Velma_Waskin,Velma_Waskin138
1898733,Owen Pata,M,L&S Environmental Sciences,3.45,Native American/Alaska Native,True,Owen_Pata,Owen_Pata139
1898734,Cynthia Hodgkins,F,Computer Science,2.59,International,False,Cynthia_Hodgkins,Cynthia_Hodgkins140
1898735,Cody Burgin,M,South & SE Asian Studies,2.71,Decline to State,True,Cody_Burgin,Cody_Burgin141
1898736,Joel Papageorge,M,Film,3.8,International,False,Joel_Papageorge,Joel_Papageorge142
1898737,John Kock,M,Energy Engineering,3.9,Fillipino,False,John_Kock,John_Kock143
1898738,Martha Weirauch,F,Middle Eastern Studies,3.88,Other Asian,False,Martha_Weirauch,Martha_Weirauch144
1898739,Eric Crapps,M,Linguistics,3.74,Native American/Alaska Native,True,Eric_Crapps,Eric_Crapps145
1898740,Shane Wair,M,Materials Science & Eng,3.62,Other Hispanic/Latino,True,Shane_Wair,Shane_Wair146
1898741,Kathleen Fellin,F,Linguistics,3.27,Fillipino,True,Kathleen_Fellin,Kathleen_Fellin147
1898742,Lyle Leigers,M,Geology,3.47,Fillipino,True,Lyle_Leigers,Lyle_Leigers148
1898743,Avery Neuner,F,Materials Science & Eng,3.01,Native American/Alaska Native,True,Avery_Neuner,Avery_Neuner149
1898744,Donovan Riegler,M,Sociology,3.52,African American/Black,False,Donovan_Riegler,Donovan_Riegler150
1898745,John Vailes,M,French,2.69,Mexican American/Chicano,True,John_Vailes,John_Vailes151
1898746,Richard Herbers,M,Sociology,2.24,Native American/Alaska Native,True,Richard_Herbers,Richard_Herbers152
1898747,Donna Garrigus,F,Spanish-Spanish Lang & Lit,2.53,Vietnamese,False,Donna_Garrigus,Donna_Garrigus153
1898748,Matthew Morago,M,Comparative Literature,3.47,International,False,Matthew_Morago,Matthew_Morago154
1898749,Tristan Scherer,F,Nuclear Engineering,2.83,Fillipino,True,Tristan_Scherer,Tristan_Scherer155
1898750,Anette Stipes,F,Environmental Sciences,2.44,Native American/Alaska Native,True,Anette_Stipes,Anette_Stipes156
1898751,David Mandonado,M,Political Science,2.04,South Asian,True,David_Mandonado,David_Mandonado157
1898752,Alaina Kampner,F,Ethnic Studies,2.89,African American/Black,False,Alaina_Kampner,Alaina_Kampner158
1898753,Rene Otting,F,Italian Studies,3.31,Other Hispanic/Latino,False,Rene_Otting,Rene_Otting159
1898754,Jarred Godek,M,Gender & Womens Studies,2.12,Pacific Islander,False,Jarred_Godek,Jarred_Godek160
1898755,Johanna Woeppel,F,L&S Legal Studies,2.75,Japanese,False,Johanna_Woeppel,Johanna_Woeppel161
1898756,George Curiel,M,Cognitive Science,2.44,African American/Black,False,George_Curiel,George_Curiel162
1898757,Nancy Guterrez,F,Physics,2.67,Decline to State,True,Nancy_Guterrez,Nancy_Guterrez163
1898758,Priscilla Mountcastle,F,American Studies,2.73,International,False,Priscilla_Mountcastle,Priscilla_Mountcastle164
1898759,Lillie Skala,F,Chemistry,3.37,Vietnamese,False,Lillie_Skala,Lillie_Skala165
1898760,James Aamot,M,L&S Legal Studies,3.9,Mexican American/Chicano,True,James_Aamot,James_Aamot166
1898761,Theresa Umbaugh,F,Greek,3.29,White,False,Theresa_Umbaugh,Theresa_Umbaugh167
1898762,Linda Stankus,F,Geography,3.98,Native American/Alaska Native,False,Linda_Stankus,Linda_Stankus168
1898763,Thomas Rives,M,Chinese Language,2.75,Korean,True,Thomas_Rives,Thomas_Rives169
1898764,Sally Keathley,F,South & SE Asian Studies,3.11,International,False,Sally_Keathley,Sally_Keathley170
1898765,Rachel Powroznik,F,Urban Studies,3.68,Other Asian,False,Rachel_Powroznik,Rachel_Powroznik171
1898766,William Africa,M,Economics,4.0,Japanese,True,William_Africa,William_Africa172
1898767,Shaneka Zuchara,F,Business Administration,3.86,Mexican American/Chicano,False,Shaneka_Zuchara,Shaneka_Zuchara173
1898768,James Racine,M,Biology,3.78,South Asian,True,James_Racine,James_Racine174
1898769,Ernest Wiegman,M,EECS,2.06,Decline to State,True,Ernest_Wiegman,Ernest_Wiegman175
1898770,Alfredo Ojeda,M,Business Administration,3.21,Chinese,False,Alfredo_Ojeda,Alfredo_Ojeda176
1898771,Barbara Adamsonis,F,Spanish-Spanish Lang & Lit,3.62,Decline to State,False,Barbara_Adamsonis,Barbara_Adamsonis177
1898772,Johnny Somoza,M,Energy Engineering,2.89,International,False,Johnny_Somoza,Johnny_Somoza178
1898773,Rebecca Matt,F,Materials Science & Eng,3.94,South Asian,False,Rebecca_Matt,Rebecca_Matt179
1898774,Charles Waldeck,M,Music,3.56,Korean,True,Charles_Waldeck,Charles_Waldeck180
1898775,Chadwick Tomme,M,Latin American Studies,2.99,White,True,Chadwick_Tomme,Chadwick_Tomme181
1898776,Erika Makowsky,F,Geology,2.79,Japanese,True,Erika_Makowsky,Erika_Makowsky182
1898777,Donna Sehr,F,Native American Studies,3.03,Decline to State,False,Donna_Sehr,Donna_Sehr183
1898778,Carolynn Addeo,F,Chemical Engineering,3.35,South Asian,False,Carolynn_Addeo,Carolynn_Addeo184
1898779,Wendell Spaziani,M,Energy Engineering,2.71,Mexican American/Chicano,False,Wendell_Spaziani,Wendell_Spaziani185
1898780,Thomas Rauchwerger,M,Chicano Studies,3.35,Other Asian,True,Thomas_Rauchwerger,Thomas_Rauchwerger186
1898781,William Viesselman,M,American Studies,2.99,Native American/Alaska Native,False,William_Viesselman,William_Viesselman187
1898782,Virginia Copper,F,Biology,3.94,White,False,Virginia_Copper,Virginia_Copper188
1898783,Charlotte Fracassa,F,EECS,3.33,Other Hispanic/Latino,False,Charlotte_Fracassa,Charlotte_Fracassa189
1898784,Robert Ragone,M,Chicano Studies,3.33,White,True,Robert_Ragone,Robert_Ragone190
1898785,Jazlyn Osche,F,Latin American Studies,2.18,Chinese,False,Jazlyn_Osche,Jazlyn_Osche191
1898786,Nancy Shiroma,F,English,2.85,Fillipino,True,Nancy_Shiroma,Nancy_Shiroma192
1898787,Angel Grzywacz,M,South & SE Asian Studies,2.95,Mexican American/Chicano,False,Angel_Grzywacz,Angel_Grzywacz193
1898788,Britton Milsap,M,Greek,3.98,Native American/Alaska Native,True,Britton_Milsap,Britton_Milsap194
1898789,Leslie Hufty,F,Spanish-Spanish Lang & Lit,3.56,International,False,Leslie_Hufty,Leslie_Hufty195
1898790,Caleb Petrie,M,German,2.38,Chinese,False,Caleb_Petrie,Caleb_Petrie196
1898791,Andrea Joelson,F,Middle Eastern Studies,2.93,White,False,Andrea_Joelson,Andrea_Joelson197
1898792,Jerome Scheetz,M,African American Studies,2.73,Mexican American/Chicano,False,Jerome_Scheetz,Jerome_Scheetz198
1898793,Tony Arjes,M,Greek,2.06,African American/Black,True,Tony_Arjes,Tony_Arjes199
1898794,Max Wehrly,M,Ethnic Studies,3.68,Japanese,True,Max_Wehrly,Max_Wehrly200
1898795,Elvira Games,F,Celtic Studies,2.67,Mexican American/Chicano,True,Elvira_Games,Elvira_Games201
1898796,Nadja Decandia,F,Chemical Engineering,3.03,Other Asian,True,Nadja_Decandia,Nadja_Decandia202
1898797,Nancy Letourneau,F,Film,3.45,Native American/Alaska Native,True,Nancy_Letourneau,Nancy_Letourneau203
1898798,Lisa Landy,F,Asian Studies,2.91,Decline to State,False,Lisa_Landy,Lisa_Landy204
1898799,Elizabeth Auge,F,Urban Studies,2.46,Decline to State,False,Elizabeth_Auge,Elizabeth_Auge205
1898800,Kathryn Newby,F,Spanish-Spanish Lang & Lit,2.44,Vietnamese,False,Kathryn_Newby,Kathryn_Newby206
1898801,Alex Contofalsky,M,French,2.12,Decline to State,False,Alex_Contofalsky,Alex_Contofalsky207
1898802,Mitsue Steinke,F,L&S Public Health,2.65,Pacific Islander,True,Mitsue_Steinke,Mitsue_Steinke208
1898803,Jessica Yarzabal,F,Biology,2.34,Other Asian,True,Jessica_Yarzabal,Jessica_Yarzabal209
1898804,Dawson Mabra,M,Asian Studies,3.01,Other Asian,False,Dawson_Mabra,Dawson_Mabra210
1898805,Icie Sgammato,F,Mathematics,3.35,International,False,Icie_Sgammato,Icie_Sgammato211
1898806,Charles Garibai,M,History,3.47,Pacific Islander,False,Charles_Garibai,Charles_Garibai212
1898807,Janice Krapf,F,Comparative Literature,2.71,Other Hispanic/Latino,False,Janice_Krapf,Janice_Krapf213
1898808,Kunal Crowford,M,Energy Engineering,2.26,African American/Black,False,Kunal_Crowford,Kunal_Crowford214
1898809,David Rizzo,M,Rhetoric,2.69,Mexican American/Chicano,True,David_Rizzo,David_Rizzo215
1898810,Andrew Orbaker,M,Spanish-Spanish Lang & Lit,3.27,Other Asian,False,Andrew_Orbaker,Andrew_Orbaker216
1898811,Austin Audelhuk,M,Psychology,3.68,Mexican American/Chicano,False,Austin_Audelhuk,Austin_Audelhuk217
1898812,Kyle Hogue,M,Economics,3.54,Decline to State,True,Kyle_Hogue,Kyle_Hogue218
1898813,Gabriel Turowski,M,Asian Studies,2.3,African American/Black,False,Gabriel_Turowski,Gabriel_Turowski219
1898814,Barbara Luc,F,Political Science,2.16,Pacific Islander,False,Barbara_Luc,Barbara_Luc220
1898815,Milla Aquilera,F,Economics,2.55,Fillipino,True,Milla_Aquilera,Milla_Aquilera221
1898816,Cornelia Bralley,F,Celtic Studies,3.74,International,False,Cornelia_Bralley,Cornelia_Bralley222
1898817,Elton Farrin,M,Architecture,4.0,Other Asian,True,Elton_Farrin,Elton_Farrin223
1898818,Linda Rius,F,Peace & Conflict Studies,3.11,Vietnamese,True,Linda_Rius,Linda_Rius224
1898819,Andrew Kofford,M,Development Studies,2.93,Decline to State,True,Andrew_Kofford,Andrew_Kofford225
1898820,Barbara Finkler,F,Spanish-Spanish Lang & Lit,3.05,Pacific Islander,False,Barbara_Finkler,Barbara_Finkler226
1898821,Jayden Schaberg,F,L&S Public Health,3.39,Pacific Islander,True,Jayden_Schaberg,Jayden_Schaberg227
1898822,Angela Liz,F,Geology,2.4,Chinese,True,Angela_Liz,Angela_Liz228
1898823,William Macnutt,M,Environmental Sciences,2.12,Pacific Islander,True,William_Macnutt,William_Macnutt229
1898824,Kelly Korgie,F,Peace & Conflict Studies,2.55,Vietnamese,True,Kelly_Korgie,Kelly_Korgie230
1898825,Michael Pavlock,M,Cognitive Science,3.78,White,False,Michael_Pavlock,Michael_Pavlock231
1898826,Robin Hoss,F,Geology,3.8,Japanese,True,Robin_Hoss,Robin_Hoss232
1898827,Willie Pajerski,F,French,2.87,White,False,Willie_Pajerski,Willie_Pajerski233
1898828,Angela Weglage,F,Cognitive Science,3.49,Korean,True,Angela_Weglage,Angela_Weglage234
1898829,Michael Bennington,M,Sustainable Environ Dsgn,3.37,Korean,True,Michael_Bennington,Michael_Bennington235
1898830,Nicole Casana,F,English,3.8,Mexican American/Chicano,False,Nicole_Casana,Nicole_Casana236
1898831,Frank Bergner,M,Urban Studies,3.33,White,False,Frank_Bergner,Frank_Bergner237
1898832,Charles Hire,M,Computer Science,3.35,South Asian,True,Charles_Hire,Charles_Hire238
1898833,Ronald Mincey,M,L&S Legal Studies,3.39,Chinese,True,Ronald_Mincey,Ronald_Mincey239
1898834,Kathleen Bernadette,F,Linguistics,3.49,White,False,Kathleen_Bernadette,Kathleen_Bernadette240
1898835,Brianna Mikkelson,F,Nuclear Engineering,3.03,Decline to State,False,Brianna_Mikkelson,Brianna_Mikkelson241
1898836,Lucie Wohlfeil,F,Urban Studies,3.66,Decline to State,True,Lucie_Wohlfeil,Lucie_Wohlfeil242
1898837,Debra Faulkes,F,Nutritional Science,3.68,Pacific Islander,True,Debra_Faulkes,Debra_Faulkes243
1898838,Isaiah Baremore,M,Linguistics,3.21,Korean,False,Isaiah_Baremore,Isaiah_Baremore244
1898839,Fred Defreece,M,Chicano Studies,2.63,Chinese,True,Fred_Defreece,Fred_Defreece245
1898840,Anthony Fairly,M,Film,2.16,Other Hispanic/Latino,False,Anthony_Fairly,Anthony_Fairly246
1898841,Marie Shoffstall,F,Comparative Literature,3.11,Other Asian,False,Marie_Shoffstall,Marie_Shoffstall247
1898842,Dora Cearns,F,South & SE Asian Studies,2.87,Other Asian,True,Dora_Cearns,Dora_Cearns248
1898843,Jarrod Fannings,M,Ethnic Studies,2.81,White,False,Jarrod_Fannings,Jarrod_Fannings249
1898844,Maria Visconti,F,L&S Public Health,2.02,Decline to State,True,Maria_Visconti,Maria_Visconti250
1898845,Joseph Toussaint,M,Physics,3.68,Korean,True,Joseph_Toussaint,Joseph_Toussaint251
